"ID","Year","Park","Team","Name","Franchise_Name","Games","Wins","Losses","Attendance"
281,1892,"South End Grounds II","BSN","Boston Beaneaters","Atlanta Braves",152,102,48,146421
282,1892,"South Side Park I","CHN","Chicago Colts","Chicago Cubs",146,70,76,109067
283,1892,"League Park I in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",155,82,68,196473
284,1892,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",152,93,56,139928
285,1892,"Eclipse Park I","LS3","Louisville Colonels","Louisville Colonels",154,63,89,131159
286,1892,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",152,71,80,130566
287,1892,"Philadelphia Baseball Grounds","PHI","Philadelphia Phillies","Philadelphia Phillies",155,87,66,193731
288,1892,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",152,80,73,177205
289,1892,"Sportsman's Park I","SLN","St. Louis Browns","St. Louis Cardinals",155,56,94,192442
290,1892,"Boundary Field","WAS","Washington Senators","Washington Senators",153,58,93,128279
291,1893,"Union Park","BLN","Baltimore Orioles","Baltimore Orioles",130,60,70,143000
292,1893,"Eastern Park","BRO","Brooklyn Grooms","Los Angeles Dodgers",130,65,63,235000
293,1893,"South End Grounds II","BSN","Boston Beaneaters","Atlanta Braves",131,86,43,193300
294,1893,"South Side Park I","CHN","Chicago Colts","Chicago Cubs",128,56,71,223500
295,1893,"League Park I in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",131,65,63,194250
296,1893,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",129,73,55,130000
297,1893,"Eclipse Park II","LS3","Louisville Colonels","Louisville Colonels",126,50,75,53683
298,1893,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",136,68,64,290000
299,1893,"Philadelphia Baseball Grounds","PHI","Philadelphia Phillies","Philadelphia Phillies",133,72,57,293019
300,1893,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",131,81,48,184000
301,1893,"Robison Field","SLN","St. Louis Browns","St. Louis Cardinals",135,57,75,195000
302,1893,"Boundary Field","WAS","Washington Senators","Washington Senators",130,40,89,90000
303,1894,"Union Park","BLN","Baltimore Orioles","Baltimore Orioles",129,89,39,328000
304,1894,"Eastern Park","BRO","Brooklyn Grooms","Los Angeles Dodgers",135,70,61,214000
305,1894,"South End Grounds II / Congress Street Grounds / South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",133,83,49,152800
306,1894,"West Side Park II","CHN","Chicago Colts","Chicago Cubs",136,57,75,239000
307,1894,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",134,55,75,158000
308,1894,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",130,68,61,82000
309,1894,"Eclipse Park II","LS3","Louisville Colonels","Louisville Colonels",130,36,94,75000
310,1894,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",139,88,44,387000
311,1894,"Philadelphia Baseball Grounds","PHI","Philadelphia Phillies","Philadelphia Phillies",132,71,57,352773
312,1894,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",133,65,65,159000
313,1894,"Robison Field","SLN","St. Louis Browns","St. Louis Cardinals",133,56,76,155000
314,1894,"Boundary Field","WAS","Washington Senators","Washington Senators",132,45,87,125000
315,1895,"Union Park","BLN","Baltimore Orioles","Baltimore Orioles",131,87,43,293000
316,1895,"Eastern Park","BRO","Brooklyn Grooms","Los Angeles Dodgers",133,71,60,230000
317,1895,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",133,71,60,242000
318,1895,"West Side Park II","CHN","Chicago Colts","Chicago Cubs",133,72,58,382300
319,1895,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",132,66,64,281000
320,1895,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",132,84,46,143000
321,1895,"Eclipse Park II","LS3","Louisville Colonels","Louisville Colonels",132,35,96,92000
322,1895,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",132,66,65,240000
323,1895,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",133,78,53,474971
324,1895,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",134,71,61,188000
325,1895,"Robison Field","SLN","St. Louis Browns","St. Louis Cardinals",136,39,92,170000
326,1895,"Boundary Field","WAS","Washington Senators","Washington Senators",133,43,85,153000
327,1896,"Union Park","BLN","Baltimore Orioles","Baltimore Orioles",132,90,39,249448
328,1896,"Eastern Park","BRO","Brooklyn Bridegrooms","Los Angeles Dodgers",133,58,73,201000
329,1896,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",132,74,57,240000
330,1896,"West Side Park II","CHN","Chicago Colts","Chicago Cubs",132,71,57,317500
331,1896,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",128,77,50,373000
332,1896,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",135,80,48,152000
333,1896,"Eclipse Park II","LS3","Louisville Colonels","Louisville Colonels",134,38,93,133000
334,1896,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",133,64,67,274000
335,1896,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",130,62,68,357025
336,1896,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",131,66,63,197000
337,1896,"Robison Field","SLN","St. Louis Browns","St. Louis Cardinals",131,40,90,184000
338,1896,"Boundary Field","WAS","Washington Senators","Washington Senators",133,58,73,223000
339,1897,"Union Park","BLN","Baltimore Orioles","Baltimore Orioles",136,90,40,273046
340,1897,"Eastern Park","BRO","Brooklyn Bridegrooms","Los Angeles Dodgers",136,61,71,220831
341,1897,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",135,93,39,334800
342,1897,"West Side Park II","CHN","Chicago Colts","Chicago Cubs",138,59,73,327160
343,1897,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",134,76,56,336800
344,1897,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",130,69,62,115250
345,1897,"Eclipse Park II","LS3","Louisville Colonels","Louisville Colonels",135,52,78,145210
346,1897,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",137,83,48,390340
347,1897,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",133,55,77,290027
348,1897,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",134,60,71,165950
349,1897,"Robison Field","SLN","St. Louis Browns","St. Louis Cardinals",133,29,102,136400
350,1897,"Boundary Field","WAS","Washington Senators","Washington Senators",133,61,71,151028
351,1898,"Union Park","BLN","Baltimore Orioles","Baltimore Orioles",153,96,53,123416
352,1898,"Washington Park III","BRO","Brooklyn Bridegrooms","Los Angeles Dodgers",149,54,91,122514
353,1898,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",152,102,47,229275
354,1898,"West Side Park II","CHN","Chicago Orphans","Chicago Cubs",152,85,65,424352
355,1898,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",157,92,60,336378
356,1898,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",156,81,68,70496
357,1898,"Eclipse Park II","LS3","Louisville Colonels","Louisville Colonels",154,70,81,128980
358,1898,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",156,77,73,265414
359,1898,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",150,78,71,265414
360,1898,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",152,72,76,150900
361,1898,"Robison Field","SLN","St. Louis Browns","St. Louis Cardinals",154,39,111,151700
362,1898,"Boundary Field","WAS","Washington Senators","Washington Senators",155,51,101,103250
363,1899,"Union Park","BLN","Baltimore Orioles","Baltimore Orioles",151,86,62,121935
364,1899,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",148,101,47,269641
365,1899,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",153,95,57,200384
366,1899,"West Side Park II","CHN","Chicago Orphans","Chicago Cubs",152,75,73,352130
367,1899,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",157,83,67,259536
368,1899,"League Park I","CL4","Cleveland Spiders","Cleveland Spiders",154,20,134,6088
369,1899,"Eclipse Park II","LS3","Louisville Colonels","Louisville Colonels",156,75,77,109319
370,1899,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",152,60,90,121384
371,1899,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",154,94,58,388933
372,1899,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",155,76,73,251834
373,1899,"Robison Field","SLN","St. Louis Perfectos","St. Louis Cardinals",155,84,67,373909
374,1899,"Boundary Field","WAS","Washington Senators","Washington Senators",155,54,98,86392
375,1900,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",141,82,54,183000
376,1900,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",142,66,72,202000
377,1900,"West Side Park II","CHN","Chicago Orphans","Chicago Cubs",146,65,75,248577
378,1900,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",144,62,77,170000
379,1900,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",141,60,78,190000
380,1900,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",141,75,63,301913
381,1900,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",140,79,60,264000
382,1900,"Robison Field","SLN","St. Louis Cardinals","St. Louis Cardinals",141,65,75,270000
383,1901,"Oriole Park","BLA","Baltimore Orioles","New York Yankees",134,68,65,141952
384,1901,"Huntington Avenue Grounds","BOS","Boston Americans","Boston Red Sox",138,79,57,289448
385,1901,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",137,79,57,198200
386,1901,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",140,69,69,146502
387,1901,"South Side Park II","CHA","Chicago White Sox","Chicago White Sox",137,83,53,354350
388,1901,"West Side Park II","CHN","Chicago Orphans","Chicago Cubs",140,53,86,205071
389,1901,"League Park II in Cincinnati","CIN","Cincinnati Reds","Cincinnati Reds",142,52,87,205728
390,1901,"League Park I","CLE","Cleveland Blues","Cleveland Indians",138,54,82,131380
391,1901,"Bennett Park","DET","Detroit Tigers","Detroit Tigers",135,74,61,259430
392,1901,"Lloyd Street Grounds","MLA","Milwaukee Brewers","Baltimore Orioles",139,48,89,139034
393,1901,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",141,52,85,297650
394,1901,"Columbia Park","PHA","Philadelphia Athletics","Oakland Athletics",137,74,62,206329
395,1901,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",140,83,57,234937
396,1901,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",140,90,49,251955
397,1901,"Robison Field","SLN","St. Louis Cardinals","St. Louis Cardinals",142,76,64,379988
398,1901,"American League Park I","WS1","Washington Senators","Minnesota Twins",138,61,72,161661
399,1902,"Oriole Park","BLA","Baltimore Orioles","New York Yankees",140,50,88,174606
400,1902,"Huntington Avenue Grounds","BOS","Boston Americans","Boston Red Sox",138,77,60,348567
401,1902,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",141,75,63,199868
402,1902,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",141,73,64,116960
403,1902,"South Side Park II","CHA","Chicago White Sox","Chicago White Sox",138,74,60,337898
404,1902,"West Side Park II","CHN","Chicago Orphans","Chicago Cubs",143,68,69,263700
405,1902,"Palace of the Fans","CIN","Cincinnati Reds","Cincinnati Reds",141,70,70,217300
406,1902,"League Park I","CLE","Cleveland Bronchos","Cleveland Indians",137,69,67,275395
407,1902,"Bennett Park","DET","Detroit Tigers","Detroit Tigers",137,52,83,189469
408,1902,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",141,48,88,302875
409,1902,"Columbia Park","PHA","Philadelphia Athletics","Oakland Athletics",137,83,53,420078
410,1902,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",138,56,81,112066
411,1902,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",141,103,36,243826
412,1902,"Sportsman's Park III","SLA","St. Louis Browns","Baltimore Orioles",139,78,58,272283
413,1902,"Robison Field","SLN","St. Louis Cardinals","St. Louis Cardinals",140,56,78,226417
414,1902,"American League Park I","WS1","Washington Senators","Minnesota Twins",138,61,75,188158
415,1903,"Huntington Avenue Grounds","BOS","Boston Americans","Boston Red Sox",141,91,47,379338
416,1903,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",139,70,66,224670
417,1903,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",140,58,80,143155
418,1903,"South Side Park II","CHA","Chicago White Sox","Chicago White Sox",138,60,77,286183
419,1903,"West Side Park II","CHN","Chicago Cubs","Chicago Cubs",139,82,56,386205
420,1903,"Palace of the Fans","CIN","Cincinnati Reds","Cincinnati Reds",141,74,65,351680
421,1903,"League Park I","CLE","Cleveland Naps","Cleveland Indians",140,77,63,311280
422,1903,"Bennett Park","DET","Detroit Tigers","Detroit Tigers",137,65,71,224523
423,1903,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",142,84,55,579530
424,1903,"Hilltop Park","NYA","New York Highlanders","New York Yankees",136,72,62,211808
425,1903,"Columbia Park","PHA","Philadelphia Athletics","Oakland Athletics",137,75,60,422473
426,1903,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",139,49,86,151729
427,1903,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",141,91,49,326855
428,1903,"Sportsman's Park III","SLA","St. Louis Browns","Baltimore Orioles",139,65,74,380405
429,1903,"Robison Field","SLN","St. Louis Cardinals","St. Louis Cardinals",139,43,94,226538
430,1903,"American League Park I","WS1","Washington Senators","Minnesota Twins",140,43,94,128878
431,1904,"Huntington Avenue Grounds","BOS","Boston Americans","Boston Red Sox",157,95,59,623295
432,1904,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",154,56,97,214600
433,1904,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",155,55,98,140694
434,1904,"South Side Park II","CHA","Chicago White Sox","Chicago White Sox",156,89,65,557123
435,1904,"West Side Park II","CHN","Chicago Cubs","Chicago Cubs",156,93,60,439100
436,1904,"Palace of the Fans","CIN","Cincinnati Reds","Cincinnati Reds",157,88,65,391915
437,1904,"League Park I","CLE","Cleveland Naps","Cleveland Indians",154,86,65,264749
438,1904,"Bennett Park","DET","Detroit Tigers","Detroit Tigers",162,62,90,177796
439,1904,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",157,106,47,609826
440,1904,"Hilltop Park","NYA","New York Highlanders","New York Yankees",155,92,59,438919
441,1904,"Columbia Park","PHA","Philadelphia Athletics","Oakland Athletics",155,81,70,512294
442,1904,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",155,52,100,140771
443,1904,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",156,87,66,340615
444,1904,"Sportsman's Park III","SLA","St. Louis Browns","Baltimore Orioles",156,65,87,318108
445,1904,"Robison Field","SLN","St. Louis Cardinals","St. Louis Cardinals",154,75,79,386750
446,1904,"American League Park II","WS1","Washington Senators","Minnesota Twins",157,38,113,131744
447,1905,"Huntington Avenue Grounds","BOS","Boston Americans","Boston Red Sox",153,78,74,468828
448,1905,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",155,48,104,227924
449,1905,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",156,51,103,150003
450,1905,"South Side Park II","CHA","Chicago White Sox","Chicago White Sox",158,92,60,687419
451,1905,"West Side Park II","CHN","Chicago Cubs","Chicago Cubs",155,92,61,509900
452,1905,"Palace of the Fans","CIN","Cincinnati Reds","Cincinnati Reds",155,79,74,313927
453,1905,"League Park I","CLE","Cleveland Naps","Cleveland Indians",155,76,78,316306
454,1905,"Bennett Park","DET","Detroit Tigers","Detroit Tigers",154,79,74,193384
455,1905,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",155,105,48,552700
456,1905,"Hilltop Park","NYA","New York Highlanders","New York Yankees",152,71,78,309100
457,1905,"Columbia Park","PHA","Philadelphia Athletics","Oakland Athletics",152,92,56,554576
458,1905,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",155,83,69,317932
459,1905,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",155,96,57,369124
460,1905,"Sportsman's Park III","SLA","St. Louis Browns","Baltimore Orioles",156,54,99,339112
461,1905,"Robison Field","SLN","St. Louis Cardinals","St. Louis Cardinals",154,58,96,292800
462,1905,"American League Park II","WS1","Washington Senators","Minnesota Twins",154,64,87,252027
463,1906,"Huntington Avenue Grounds","BOS","Boston Americans","Boston Red Sox",155,49,105,410209
464,1906,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",153,66,86,277400
465,1906,"South End Grounds III","BSN","Boston Beaneaters","Atlanta Braves",152,49,102,143280
466,1906,"South Side Park II","CHA","Chicago White Sox","Chicago White Sox",154,93,58,585202
467,1906,"West Side Park II","CHN","Chicago Cubs","Chicago Cubs",154,116,36,654300
468,1906,"Palace of the Fans","CIN","Cincinnati Reds","Cincinnati Reds",155,64,87,330056
469,1906,"League Park I","CLE","Cleveland Naps","Cleveland Indians",157,89,64,325733
470,1906,"Bennett Park","DET","Detroit Tigers","Detroit Tigers",151,71,78,174043
471,1906,"Polo Grounds III","NY1","New York Giants","San Francisco Giants",152,96,56,402850
472,1906,"Hilltop Park","NYA","New York Highlanders","New York Yankees",155,90,61,434700
473,1906,"Columbia Park","PHA","Philadelphia Athletics","Oakland Athletics",149,78,67,489129
474,1906,"Baker Bowl","PHI","Philadelphia Phillies","Philadelphia Phillies",154,71,82,294680
475,1906,"Exposition Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates",154,93,60,394877
476,1906,"Sportsman's Park III","SLA","St. Louis Browns","Baltimore Orioles",154,76,73,389157
477,1906,"Robison Field","SLN","St. Louis Cardinals","St. Louis Cardinals",154,52,98,283770
478,1906,"American League Park II","WS1","Washington Senators","Minnesota Twins",151,55,95,129903
479,1907,"Huntington Avenue Grounds","BOS","Boston Americans","Boston Red Sox",155,59,90,436777
480,1907,"Washington Park III","BRO","Brooklyn Superbas","Los Angeles Dodgers",153,65,83,312500
481,1907,"South End Grounds III","BSN","Boston Doves","Atlanta Braves",152,58,90,203221
482,1907,"South Side Park II","CHA","Chicago White Sox","Chicago White Sox",157,87,64,666307
483,1907,"West Side Park II","CHN","Chicago Cubs","Chicago Cubs",155,107,45,422550
484,1907,"Palace of the Fans","CIN","Cincinnati Reds","Cincinnati Reds",156,66,87,317500
